"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação","indice","Class_NPS"
"Duster",45,"Renault",10,6,7,6,9,10,9,8,9,9,10,8,10,8,9,4445,"Promotores"
"Duster",46,"Renault",10,9,9,9,9,10,10,10,10,10,10,8,9,9,10,4446,"Promotores"
"Duster",47,"Renault",10,7,10,9,10,10,10,10,10,10,10,8,10,0,10,4447,"Promotores"
"Duster",48,"Renault",10,7,9,9,10,10,8,8,10,10,10,10,9,7,10,4448,"Promotores"
"Duster",49,"Renault",5,3,9,8,8,8,7,7,7,6,5,6,7,5,7,4449,"Passivos"
"Duster",50,"Renault",8,8,10,9,9,10,9,10,10,9,10,8,9,10,10,4450,"Promotores"
"Duster",51,"Renault",10,8,10,10,10,10,10,9,8,9,10,8,10,8,10,4451,"Promotores"
"Duster",52,"Renault",8,7,8,7,8,9,8,8,9,9,9,8,8,9,9,4452,"Promotores"
"Duster",53,"Renault",10,6,10,7,9,9,10,10,10,8,10,7,10,7,8,4453,"Passivos"
"Duster",54,"Renault",10,5,10,10,7,10,7,10,8,10,6,8,10,8,10,4454,"Promotores"
"Duster",55,"Renault",10,9,10,9,10,10,10,10,10,10,10,8,10,10,10,4455,"Promotores"
"Duster",56,"Renault",7,4,9,7,10,10,5,3,5,6,8,7,9,8,8,4456,"Passivos"
"Duster",57,"Renault",10,6,7,7,6,9,7,10,7,8,8,5,8,7,7,4457,"Passivos"
"Duster",58,"Renault",8,7,7,7,7,9,8,8,8,6,6,9,8,8,8,4458,"Passivos"
"Duster",59,"Renault",10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,4459,"Promotores"
"Duster",60,"Renault",10,10,10,10,10,10,9,9,10,10,10,9,10,10,10,4460,"Promotores"
"Duster",61,"Renault",2,1,0,0,2,2,1,1,1,2,1,1,3,1,1,4461,"Detratores"
"Duster",62,"Renault",7,6,8,7,8,9,6,7,7,7,7,6,7,6,7,4462,"Passivos"
"Duster",63,"Renault",9,5,2,2,6,8,7,6,5,5,5,5,5,7,2,4463,"Detratores"
"Duster",64,"Renault",8,5,8,7,8,8,9,8,9,9,9,9,9,6,5,4464,"Detratores"
"Duster",65,"Renault",9,8,10,9,10,10,9,9,8,9,10,8,8,10,9,4465,"Promotores"
"Duster",66,"Renault",10,9,10,8,10,10,10,9,9,10,10,10,10,10,10,4466,"Promotores"
"Duster",67,"Renault",9,7,9,8,9,10,10,9,10,10,10,9,9,9,9,4467,"Promotores"
"Duster",68,"Renault",10,7,9,8,10,10,8,9,9,9,9,6,9,9,10,4468,"Promotores"
"Duster",69,"Renault",9,7,9,9,9,9,10,9,10,9,9,8,9,9,9,4469,"Promotores"
"Duster",70,"Renault",8,6,8,7,7,8,8,8,6,10,10,6,8,8,8,4470,"Passivos"
"Duster",71,"Renault",10,7,9,8,8,8,8,10,10,10,10,8,8,9,10,4471,"Promotores"
"Duster",72,"Renault",10,8,9,8,8,10,9,8,8,10,9,7,10,8,9,4472,"Promotores"
"Duster",73,"Renault",10,8,9,9,9,9,10,10,9,9,8,8,9,9,9,4473,"Promotores"
"Duster",74,"Renault",10,7,9,7,9,10,7,7,8,9,9,5,9,6,8,4474,"Passivos"
"Duster",75,"Renault",9,8,8,5,9,8,5,5,5,8,7,7,8,9,6,4475,"Detratores"
"Duster",76,"Renault",9,8,10,5,9,9,9,9,8,10,10,6,9,9,9,4476,"Promotores"
"Duster",77,"Renault",9,9,9,9,10,10,9,9,7,10,10,8,8,9,9,4477,"Promotores"
"Duster",78,"Renault",7,5,8,7,7,10,8,7,9,8,9,9,9,9,9,4478,"Promotores"
"Duster",79,"Renault",8,7,10,8,9,10,8,6,8,10,9,7,9,8,10,4479,"Promotores"
"Duster",80,"Renault",10,7,10,10,10,10,10,5,8,7,10,6,10,8,10,4480,"Promotores"
"Duster",81,"Renault",9,8,9,9,9,9,9,9,8,9,9,7,9,10,10,4481,"Promotores"
"Duster",82,"Renault",9,8,9,8,10,10,8,8,10,9,9,9,9,9,10,4482,"Promotores"
"Duster",83,"Renault",8,7,8,8,8,8,9,9,9,9,8,7,7,8,8,4483,"Passivos"
"Duster",84,"Renault",8,8,9,5,5,9,7,7,8,8,8,8,8,9,8,4484,"Passivos"
"Duster",85,"Renault",8,7,9,8,8,9,8,9,9,9,9,8,8,8,9,4485,"Promotores"
"Duster",86,"Renault",9,8,9,8,8,9,7,9,9,8,8,6,8,8,8,4486,"Passivos"
"Duster",87,"Renault",9,5,5,4,7,7,6,5,7,7,4,2,8,1,0,4487,"Detratores"
"Duster",88,"Renault",9,7,9,8,8,8,8,7,8,9,5,8,8,8,9,4488,"Promotores"
"Duster",89,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,9,10,4489,"Promotores"
"Duster",90,"Renault",9,9,10,9,10,10,7,9,8,9,10,7,10,10,9,4490,"Promotores"
"Duster",91,"Renault",10,7,10,8,9,10,10,10,10,10,10,9,9,8,10,4491,"Promotores"
"Duster",92,"Renault",10,3,8,10,8,10,7,8,8,9,9,6,9,9,9,4492,"Promotores"
"Duster",93,"Renault",9,7,10,9,10,10,6,5,10,10,8,8,7,10,10,4493,"Promotores"
"Duster",94,"Renault",10,5,10,5,6,10,8,8,8,6,7,8,8,7,6,4494,"Detratores"
"Duster",95,"Renault",10,8,10,10,10,10,10,10,10,8,10,10,10,9,10,4495,"Promotores"
"Duster",96,"Renault",9,2,8,5,7,9,3,5,6,8,7,5,6,3,1,4496,"Detratores"
"Duster",97,"Renault",8,4,2,5,2,7,7,7,2,8,7,7,7,5,2,4497,"Detratores"
"Duster",98,"Renault",8,7,10,10,10,9,9,9,9,9,9,8,9,9,10,4498,"Promotores"
"Duster",99,"Renault",9,7,9,8,9,10,7,7,9,9,8,3,8,9,8,4499,"Passivos"
"Duster",100,"Renault",10,7,9,7,10,10,10,10,10,10,10,6,9,8,10,4500,"Promotores"
"Duster",101,"Renault",9,8,10,8,8,9,8,8,8,9,8,7,8,8,8,4501,"Passivos"
"Duster",102,"Renault",8,7,8,7,8,8,7,8,8,8,9,8,9,9,8,4502,"Passivos"
"Duster",103,"Renault",10,8,10,8,9,10,10,10,9,9,10,9,9,9,10,4503,"Promotores"
"Duster",104,"Renault",9,8,10,7,9,9,10,10,7,9,8,8,8,10,10,4504,"Promotores"
"Duster",105,"Renault",9,6,10,8,8,9,9,10,10,9,10,8,9,8,8,4505,"Passivos"
"Duster",106,"Renault",9,7,9,8,9,9,8,8,8,9,9,8,8,8,9,4506,"Promotores"
"Duster",107,"Renault",10,9,10,8,10,10,9,9,8,9,10,10,10,10,10,4507,"Promotores"
"Duster",108,"Renault",9,6,9,8,10,10,9,9,9,9,10,9,8,9,9,4508,"Promotores"
"Duster",109,"Renault",10,10,10,8,10,10,10,10,9,10,10,10,9,10,10,4509,"Promotores"
"Duster",110,"Renault",10,8,10,8,8,10,9,8,7,9,10,8,8,10,10,4510,"Promotores"
"Duster",111,"Renault",10,5,10,6,7,10,7,7,8,7,8,0,8,6,7,4511,"Passivos"
"Duster",112,"Renault",10,7,9,8,10,10,8,9,8,8,9,6,9,10,10,4512,"Promotores"
"Duster",113,"Renault",8,7,7,5,8,9,7,6,7,7,8,6,8,5,0,4513,"Detratores"
"Duster",114,"Renault",10,6,10,9,9,10,5,4,8,9,8,5,8,7,5,4514,"Detratores"
"Duster",115,"Renault",8,6,8,7,8,10,6,6,7,7,8,6,8,7,7,4515,"Passivos"
"Duster",116,"Renault",10,3,8,8,8,10,10,2,10,10,10,2,10,5,7,4516,"Passivos"
"Duster",117,"Renault",10,9,10,7,9,10,8,9,9,9,9,6,9,9,9,4517,"Promotores"
"Duster",118,"Renault",8,7,8,7,7,8,6,6,8,8,7,2,7,6,5,4518,"Detratores"
"Duster",119,"Renault",10,8,9,9,10,10,8,9,8,9,9,8,9,9,9,4519,"Promotores"
"Duster",120,"Renault",10,8,10,9,9,10,10,9,9,9,10,8,10,9,10,4520,"Promotores"
"Duster",121,"Renault",9,7,10,7,9,10,7,8,8,8,8,9,8,10,9,4521,"Promotores"
"Duster",122,"Renault",8,5,7,4,7,10,8,8,6,8,9,6,8,6,6,4522,"Detratores"
"Duster",123,"Renault",9,8,9,9,10,7,9,9,9,9,8,8,8,9,9,4523,"Promotores"
"Duster",124,"Renault",10,7,9,8,8,9,9,9,9,9,9,8,8,9,9,4524,"Promotores"
"Duster",125,"Renault",9,8,10,10,10,10,8,8,9,9,9,8,9,8,9,4525,"Promotores"
"Duster",126,"Renault",10,3,7,6,8,10,10,10,8,10,9,7,10,10,10,4526,"Promotores"
"Duster",127,"Renault",9,7,9,8,10,10,9,9,8,9,9,8,9,9,10,4527,"Promotores"
"Duster",128,"Renault",10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,4528,"Promotores"
"Duster",129,"Renault",7,6,9,7,8,7,8,8,9,8,10,7,9,10,10,4529,"Promotores"
"Duster",130,"Renault",10,7,10,9,10,10,10,10,8,9,9,10,10,10,10,4530,"Promotores"
"Duster",131,"Renault",9,7,7,6,9,9,9,8,7,7,8,6,8,6,9,4531,"Promotores"
"Duster",132,"Renault",10,8,10,9,9,9,8,8,8,9,8,9,9,8,9,4532,"Promotores"
"Duster",133,"Renault",9,8,8,9,10,10,9,7,9,9,8,8,8,8,8,4533,"Passivos"
"Duster",134,"Renault",9,7,10,9,9,10,9,9,9,10,9,8,9,10,10,4534,"Promotores"
"Duster",135,"Renault",10,3,6,0,8,7,8,0,2,8,1,4,4,0,0,4535,"Detratores"
"Duster",136,"Renault",9,5,9,9,8,10,7,7,7,8,8,7,7,8,9,4536,"Promotores"
"Duster",137,"Renault",9,7,9,10,6,7,7,7,4,9,8,5,8,7,3,4537,"Detratores"
"Duster",138,"Renault",10,5,9,6,9,9,8,5,8,5,10,7,10,8,8,4538,"Passivos"
"Duster",139,"Renault",10,8,10,10,10,10,10,10,10,9,10,10,10,10,10,4539,"Promotores"
"Duster",140,"Renault",10,5,7,5,6,8,5,6,8,8,7,8,8,7,6,4540,"Detratores"
"Duster",141,"Renault",10,5,9,7,8,10,8,8,6,7,8,5,9,8,8,4541,"Passivos"
"Duster",142,"Renault",10,8,9,9,10,10,9,8,9,10,9,8,9,9,10,4542,"Promotores"
"Duster",143,"Renault",9,7,8,7,8,9,9,9,9,9,8,6,8,8,9,4543,"Promotores"
"Duster",144,"Renault",10,6,10,8,9,9,10,10,10,10,10,7,10,7,10,4544,"Promotores"
"Duster",145,"Renault",9,8,10,8,9,10,8,7,9,9,4,7,9,8,0,4545,"Detratores"
"Duster",146,"Renault",9,7,10,9,10,10,10,9,10,10,10,8,10,8,9,4546,"Promotores"
"Duster",147,"Renault",8,7,8,8,10,10,9,9,10,9,10,8,9,9,9,4547,"Promotores"
"Duster",148,"Renault",10,9,10,7,8,9,10,10,10,10,10,7,10,9,10,4548,"Promotores"
"Duster",149,"Renault",10,8,9,8,8,9,7,8,7,8,6,6,8,9,9,4549,"Promotores"
"Duster",150,"Renault",9,3,7,8,6,10,8,6,8,10,3,5,10,7,3,4550,"Detratores"
"Duster",151,"Renault",10,5,10,6,6,9,10,10,8,9,9,5,8,9,10,4551,"Promotores"
"Duster",152,"Renault",9,9,9,8,10,10,10,10,10,10,9,9,8,8,10,4552,"Promotores"
"Duster",153,"Renault",10,8,9,7,7,10,8,8,8,9,9,6,8,9,9,4553,"Promotores"
"Duster",154,"Renault",9,8,10,8,10,9,8,8,7,8,8,7,8,9,9,4554,"Promotores"
"Duster",155,"Renault",10,8,10,10,10,10,9,10,10,10,10,7,10,10,10,4555,"Promotores"
"Duster",156,"Renault",9,8,8,8,9,10,9,10,9,9,0,0,8,8,0,4556,"Detratores"
"Duster",157,"Renault",9,9,10,8,9,10,9,3,9,9,9,8,9,9,9,4557,"Promotores"
"Duster",158,"Renault",10,8,9,9,10,10,10,9,10,10,10,9,10,10,10,4558,"Promotores"
"Duster",159,"Renault",9,9,9,9,9,9,9,5,9,9,5,9,9,5,5,4559,"Detratores"
"Duster",160,"Renault",9,9,10,10,9,10,10,10,10,9,10,9,10,10,10,4560,"Promotores"
"Duster",161,"Renault",8,8,10,8,9,10,8,8,9,10,9,8,10,9,10,4561,"Promotores"
"Duster",162,"Renault",10,8,10,8,10,10,9,10,10,9,10,10,10,9,9,4562,"Promotores"
"Duster",163,"Renault",10,7,9,8,9,10,9,9,9,10,8,8,10,8,9,4563,"Promotores"
"Duster",164,"Renault",7,2,8,5,7,7,7,8,9,8,8,4,7,7,7,4564,"Passivos"
"Duster",165,"Renault",9,9,10,9,10,10,8,7,9,8,9,8,9,9,10,4565,"Promotores"
"Duster",166,"Renault",10,8,9,9,10,10,8,8,9,7,8,6,8,8,9,4566,"Promotores"
"Duster",167,"Renault",10,8,10,9,10,10,8,9,8,10,9,7,9,9,9,4567,"Promotores"
"Duster",168,"Renault",7,0,4,1,1,5,0,0,0,5,0,0,5,1,0,4568,"Detratores"
"Duster",169,"Renault",9,9,8,8,10,10,10,8,9,9,7,5,8,7,8,4569,"Passivos"
"Duster",170,"Renault",10,9,10,10,10,8,10,10,10,9,10,7,10,10,10,4570,"Promotores"
"Duster",171,"Renault",8,8,9,9,9,9,8,9,6,9,9,9,9,8,9,4571,"Promotores"
"Duster",172,"Renault",8,8,10,7,10,10,9,10,9,9,10,8,9,9,9,4572,"Promotores"
"Duster",173,"Renault",0,0,7,1,0,4,0,0,5,0,0,0,3,0,0,4573,"Detratores"
"Duster",174,"Renault",9,5,10,9,8,10,9,8,9,9,8,8,8,10,8,4574,"Passivos"
"Duster",175,"Renault",9,7,9,9,9,10,9,10,8,10,10,8,10,10,10,4575,"Promotores"
"Duster",176,"Renault",9,8,9,8,9,10,10,10,10,10,9,9,10,10,10,4576,"Promotores"
"Duster",177,"Renault",8,3,9,8,10,9,6,7,8,8,8,7,8,8,9,4577,"Promotores"
"Duster",178,"Renault",8,0,9,1,0,2,7,6,8,7,1,0,2,2,1,4578,"Detratores"
"Duster",179,"Renault",10,8,10,10,10,10,10,10,9,8,10,9,10,10,10,4579,"Promotores"
"Duster",180,"Renault",9,7,10,7,8,9,8,9,8,8,10,7,7,10,10,4580,"Promotores"
"Duster",181,"Renault",10,8,10,9,10,10,9,9,10,10,10,8,9,9,10,4581,"Promotores"
"Duster",182,"Renault",10,8,10,9,9,10,8,8,8,10,10,6,8,7,8,4582,"Passivos"
"Duster",183,"Renault",10,8,10,10,9,10,10,9,10,9,10,10,10,10,10,4583,"Promotores"
"Duster",184,"Renault",9,9,10,10,10,10,9,10,10,10,10,10,10,10,10,4584,"Promotores"
"Duster",185,"Renault",9,9,10,8,10,10,9,10,10,10,9,8,8,8,10,4585,"Promotores"
"Duster",186,"Renault",9,9,9,9,10,10,8,9,8,9,9,9,9,10,9,4586,"Promotores"
"Fluence",1,"Renault",8,7,9,9,9,9,6,6,8,8,7,7,8,7,8,4587,"Passivos"
"Fluence",2,"Renault",9,4,5,4,5,8,9,9,10,10,4,0,7,0,3,4588,"Detratores"
"Fluence",3,"Renault",9,6,8,9,9,9,9,8,9,9,9,6,9,8,8,4589,"Passivos"
"Fluence",4,"Renault",8,7,8,10,10,10,9,10,10,9,9,6,9,10,10,4590,"Promotores"
"Fluence",5,"Renault",10,9,10,10,10,10,10,10,10,10,9,4,10,9,10,4591,"Promotores"
"Fluence",6,"Renault",10,6,9,9,9,9,10,10,10,10,9,7,10,9,9,4592,"Promotores"
"Fluence",7,"Renault",9,6,9,8,10,10,9,10,10,9,9,8,9,10,10,4593,"Promotores"
"Fluence",8,"Renault",9,8,10,9,10,9,10,7,10,10,10,9,9,10,10,4594,"Promotores"
"Fluence",9,"Renault",8,3,8,8,8,6,7,9,9,8,3,6,8,3,2,4595,"Detratores"
"Fluence",10,"Renault",9,9,8,9,10,7,9,9,9,10,9,7,9,9,9,4596,"Promotores"
"Fluence",11,"Renault",9,8,10,9,10,9,9,10,10,10,10,8,8,8,10,4597,"Promotores"
"Fluence",12,"Renault",8,8,7,8,9,9,8,9,9,10,9,7,9,7,9,4598,"Promotores"
"Fluence",13,"Renault",9,8,9,8,8,8,9,9,10,10,9,8,10,8,9,4599,"Promotores"
"Fluence",14,"Renault",8,8,9,8,7,8,9,9,10,10,9,8,8,8,9,4600,"Promotores"
"Fluence",15,"Renault",8,7,5,8,10,9,8,8,8,8,8,2,7,6,7,4601,"Passivos"
"Fluence",16,"Renault",9,6,9,3,8,6,9,7,10,9,9,8,9,6,7,4602,"Passivos"
"Fluence",17,"Renault",9,8,8,9,9,9,9,9,9,10,9,7,9,9,10,4603,"Promotores"
"Fluence",18,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,4604,"Promotores"
"Fluence",19,"Renault",9,7,9,6,10,8,8,9,10,10,10,7,9,10,9,4605,"Promotores"
"Fluence",20,"Renault",10,9,9,10,10,10,10,10,10,10,10,8,9,8,10,4606,"Promotores"
"Fluence",21,"Renault",10,10,10,10,10,10,8,9,10,10,9,7,10,9,9,4607,"Promotores"
"Fluence",22,"Renault",9,8,9,9,9,10,8,8,9,10,10,7,8,10,10,4608,"Promotores"
"Fluence",23,"Renault",10,9,10,9,10,10,10,10,10,10,10,7,10,10,10,4609,"Promotores"
"Fluence",24,"Renault",6,5,9,5,5,9,8,8,0,8,8,0,8,2,0,4610,"Detratores"
"Fluence",25,"Renault",8,4,6,6,6,7,8,8,8,8,7,6,6,7,4,4611,"Detratores"
"Fluence",26,"Renault",10,9,10,10,10,10,9,10,10,9,9,7,10,10,10,4612,"Promotores"
"Fluence",27,"Renault",10,9,10,10,9,10,10,10,10,10,10,9,10,9,9,4613,"Promotores"
"Fluence",28,"Renault",9,9,9,8,9,9,8,8,10,9,9,7,8,9,9,4614,"Promotores"
"Fluence",29,"Renault",9,8,9,10,10,10,10,10,10,10,10,8,10,9,10,4615,"Promotores"
"Fluence",30,"Renault",4,3,3,2,2,8,6,6,6,3,2,1,5,0,0,4616,"Detratores"
"Fluence",31,"Renault",10,9,9,10,10,10,10,9,10,10,10,8,9,9,10,4617,"Promotores"
"Fluence",32,"Renault",10,9,10,7,7,9,9,10,9,8,10,7,10,10,10,4618,"Promotores"
"Fluence",33,"Renault",8,9,10,8,8,9,8,10,10,10,10,7,8,9,8,4619,"Passivos"
"Fluence",34,"Renault",10,9,10,9,8,9,9,9,10,10,10,9,10,9,10,4620,"Promotores"
"Fluence",35,"Renault",7,0,6,6,8,8,7,7,7,7,8,7,7,5,0,4621,"Detratores"
"Fluence",36,"Renault",10,10,7,8,10,10,9,10,10,9,9,5,7,7,10,4622,"Promotores"
"Fluence",37,"Renault",10,8,7,10,10,10,10,10,8,8,10,7,10,8,9,4623,"Promotores"
"Fluence",38,"Renault",10,9,9,9,9,10,9,9,9,10,8,8,9,9,9,4624,"Promotores"
"Fluence",39,"Renault",7,7,7,7,8,9,8,8,8,8,8,6,7,8,5,4625,"Detratores"
"Fluence",40,"Renault",10,9,10,9,10,10,10,10,10,10,9,10,10,10,10,4626,"Promotores"
"Fluence",41,"Renault",6,5,5,4,4,10,5,4,3,4,4,5,4,5,5,4627,"Detratores"
"Fluence",42,"Renault",10,8,10,9,9,10,10,10,10,10,10,8,10,9,10,4628,"Promotores"
"Fluence",43,"Renault",9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,4629,"Promotores"
"Fluence",44,"Renault",5,5,4,5,4,8,5,6,6,7,6,6,7,5,5,4630,"Detratores"
"Fluence",45,"Renault",9,7,9,10,8,8,10,10,8,9,9,7,9,8,9,4631,"Promotores"
"Fluence",46,"Renault",10,9,8,8,8,9,9,8,10,10,8,9,10,9,9,4632,"Promotores"
"Fluence",47,"Renault",10,9,10,9,10,10,9,10,10,10,9,8,8,8,9,4633,"Promotores"
"Fluence",48,"Renault",10,8,9,9,9,9,10,10,10,10,9,7,9,6,9,4634,"Promotores"
"Fluence",49,"Renault",10,8,10,10,10,9,9,10,10,10,9,8,10,9,10,4635,"Promotores"
"Fluence",50,"Renault",8,8,9,10,9,10,10,8,9,9,9,7,9,9,8,4636,"Passivos"
"Fluence",51,"Renault",9,9,9,10,9,9,8,8,8,9,10,8,9,8,9,4637,"Promotores"
"Fluence",52,"Renault",10,10,9,10,9,10,9,9,10,10,9,4,9,8,6,4638,"Detratores"
"Fluence",53,"Renault",9,8,10,10,10,10,8,9,7,10,9,7,10,9,8,4639,"Passivos"
"Fluence",54,"Renault",9,5,9,9,9,9,9,9,8,5,8,9,9,8,1,4640,"Detratores"
"Fluence",55,"Renault",9,9,10,10,10,10,10,10,10,10,9,9,10,10,10,4641,"Promotores"
"Fluence",56,"Renault",8,8,7,10,8,10,9,9,10,10,8,9,9,9,9,4642,"Promotores"
"Fluence",57,"Renault",9,8,7,10,10,8,9,9,10,10,8,8,9,8,9,4643,"Promotores"
"Fluence",58,"Renault",8,5,7,7,7,8,8,8,4,7,8,6,7,6,2,4644,"Detratores"
"Fluence",59,"Renault",10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,4645,"Promotores"
"Fluence",60,"Renault",10,8,10,10,9,9,10,10,9,10,9,8,10,10,10,4646,"Promotores"
"Fluence",61,"Renault",10,10,10,6,8,10,10,10,10,10,10,8,10,5,10,4647,"Promotores"
"Fluence",62,"Renault",10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,4648,"Promotores"
"Fluence",63,"Renault",10,9,8,10,10,10,10,10,10,10,9,10,10,10,10,4649,"Promotores"
"Fluence",64,"Renault",10,6,1,8,8,10,8,9,10,8,8,8,9,8,8,4650,"Passivos"
"Fluence",65,"Renault",7,7,8,8,9,9,8,8,10,9,9,7,8,8,9,4651,"Promotores"
"Fluence",66,"Renault",10,9,9,8,10,10,8,9,9,9,9,8,9,10,9,4652,"Promotores"
"Fluence",67,"Renault",10,9,9,10,9,10,9,10,10,10,8,9,10,10,10,4653,"Promotores"
"Fluence",68,"Renault",10,9,10,10,9,10,10,10,10,10,10,5,10,10,10,4654,"Promotores"
"Fluence",69,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,4655,"Promotores"
"Fluence",70,"Renault",9,8,8,8,9,9,8,8,8,8,8,5,8,8,9,4656,"Promotores"
"Fluence",71,"Renault",9,7,10,10,10,9,10,10,10,10,9,9,10,10,10,4657,"Promotores"
"Fluence",72,"Renault",10,9,10,10,10,10,10,10,10,10,10,8,10,9,10,4658,"Promotores"
"Fluence",73,"Renault",10,9,10,9,10,10,10,10,10,10,9,8,9,9,10,4659,"Promotores"
"Fluence",74,"Renault",8,8,8,9,9,9,10,10,10,9,9,7,8,7,9,4660,"Promotores"
"Fluence",75,"Renault",9,9,10,9,9,10,8,8,8,8,9,2,9,9,9,4661,"Promotores"
"Fluence",76,"Renault",9,5,10,9,10,10,10,10,10,10,10,9,10,10,9,4662,"Promotores"
"Fluence",77,"Renault",9,1,9,10,10,10,10,3,7,3,6,7,9,7,0,4663,"Detratores"
"Fluence",78,"Renault",9,8,9,9,10,10,10,9,10,9,8,9,8,9,9,4664,"Promotores"
"Fluence",79,"Renault",6,4,6,7,5,7,7,6,9,7,0,6,6,0,0,4665,"Detratores"
"Fluence",80,"Renault",9,9,8,8,9,9,10,10,10,10,9,7,8,9,9,4666,"Promotores"
"Fluence",81,"Renault",10,0,9,9,10,10,9,0,9,4,1,8,9,5,0,4667,"Detratores"
"Fluence",82,"Renault",9,8,9,9,9,7,9,8,9,10,9,6,9,9,9,4668,"Promotores"
"Fluence",83,"Renault",10,8,8,9,9,9,10,9,10,10,8,7,10,10,10,4669,"Promotores"
"Fluence",84,"Renault",10,10,9,9,10,10,8,10,10,10,10,8,10,9,9,4670,"Promotores"
"Fluence",85,"Renault",10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,4671,"Promotores"
"Fluence",86,"Renault",10,9,9,10,10,10,10,10,10,10,9,9,10,10,10,4672,"Promotores"
"Fluence",87,"Renault",10,9,10,9,10,10,10,10,10,10,10,9,10,10,10,4673,"Promotores"
"Fluence",88,"Renault",9,0,7,7,7,9,7,5,7,8,8,3,7,4,0,4674,"Detratores"
"Fluence",89,"Renault",9,8,7,8,8,8,8,10,8,9,5,7,8,10,7,4675,"Passivos"
"Fluence",90,"Renault",10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,4676,"Promotores"
"Fluence",91,"Renault",9,8,9,9,10,10,9,10,10,10,10,7,9,9,9,4677,"Promotores"
"Fluence",92,"Renault",10,10,10,9,9,9,10,10,10,10,10,7,10,9,10,4678,"Promotores"
"Fluence",93,"Renault",10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,4679,"Promotores"
"Fluence",94,"Renault",10,8,9,8,9,9,9,9,9,8,7,5,7,7,9,4680,"Promotores"
"Fluence",95,"Renault",10,9,10,10,10,10,10,10,10,10,10,10,10,0,0,4681,"Detratores"
"Fluence",96,"Renault",10,8,10,10,8,9,10,10,10,10,9,7,10,9,10,4682,"Promotores"
"Fluence",97,"Renault",8,7,9,9,9,9,9,9,9,9,9,9,5,9,9,4683,"Promotores"
"Fluence",98,"Renault",10,9,10,10,10,9,10,10,10,10,10,9,9,9,10,4684,"Promotores"
"Fluence",99,"Renault",10,9,10,9,10,10,10,10,10,10,9,8,9,9,10,4685,"Promotores"
"Fluence",100,"Renault",9,7,8,8,9,10,7,9,10,8,7,8,9,8,9,4686,"Promotores"
"Fluence",101,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,4687,"Promotores"
"Fluence",102,"Renault",9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,4688,"Promotores"
"Fluence",103,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,4689,"Promotores"
"Fluence",104,"Renault",6,6,6,6,7,7,7,7,8,7,7,5,7,5,5,4690,"Detratores"
"Fluence",105,"Renault",10,6,10,7,10,7,9,7,10,10,8,6,4,4,0,4691,"Detratores"
"Fluence",106,"Renault",10,10,10,10,10,10,9,9,9,10,10,8,10,8,10,4692,"Promotores"
"Fluence",107,"Renault",10,9,9,7,9,10,10,9,9,9,7,8,8,9,10,4693,"Promotores"
"Fluence",108,"Renault",10,8,10,10,10,10,10,10,10,10,10,10,8,10,10,4694,"Promotores"
"Fluence",109,"Renault",10,9,10,9,9,10,10,10,10,10,9,9,10,9,9,4695,"Promotores"
"Fluence",110,"Renault",10,9,9,9,10,10,9,10,10,9,10,7,9,7,7,4696,"Passivos"
"Fluence",111,"Renault",10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,4697,"Promotores"
"Fluence",112,"Renault",10,9,10,9,10,10,10,10,10,10,10,10,10,9,10,4698,"Promotores"
"Fluence",113,"Renault",10,9,8,10,9,10,9,10,10,10,10,10,8,9,10,4699,"Promotores"
"Fluence",114,"Renault",10,9,10,8,10,8,9,10,9,10,9,10,8,10,9,4700,"Promotores"
"Fluence",115,"Renault",8,9,7,10,8,10,9,10,9,10,8,7,7,9,8,4701,"Passivos"
"Fluence",116,"Renault",9,7,9,9,9,10,8,8,10,10,9,7,10,8,9,4702,"Promotores"
"Fluence",117,"Renault",10,9,10,7,10,9,10,9,10,10,10,6,10,9,10,4703,"Promotores"
"Fluence",118,"Renault",7,9,8,8,10,10,8,9,9,9,8,2,8,7,8,4704,"Passivos"
"Fluence",119,"Renault",10,8,9,10,10,9,10,10,10,10,9,8,8,10,9,4705,"Promotores"
"Fluence",120,"Renault",10,9,10,9,9,10,10,10,10,10,10,8,9,10,10,4706,"Promotores"
"Fluence",121,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,4707,"Promotores"
"Fluence",122,"Renault",8,5,7,5,10,8,9,10,10,8,8,6,7,7,7,4708,"Passivos"
