"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação"
"Fluence",152,"Renault",10,9,9,10,10,10,10,10,10,10,10,6,10,8,10
"Fluence",153,"Renault",10,7,8,10,10,8,10,10,10,10,10,10,10,9,9
"Fluence",154,"Renault",10,6,10,10,10,10,10,10,10,10,8,6,10,7,8
"Fluence",155,"Renault",10,8,10,10,10,10,10,10,10,10,10,8,10,9,10
"Fluence",156,"Renault",5,0,8,5,9,9,10,10,10,8,7,5,9,5,0
"Fluence",157,"Renault",8,5,9,8,9,7,9,9,9,9,9,7,9,8,0
"Fluence",158,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10
"Fluence",159,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Fluence",160,"Renault",10,9,10,10,10,9,10,10,10,10,10,9,10,10,10
"Fluence",161,"Renault",10,9,10,9,10,10,10,10,10,10,10,9,10,10,10
"Fluence",162,"Renault",10,10,10,8,10,10,10,10,10,10,10,10,10,10,10
"Fluence",163,"Renault",10,9,10,9,10,10,10,9,8,10,9,4,10,9,5
"Fluence",164,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Fluence",165,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10
"Fluence",166,"Renault",8,8,8,8,8,7,8,9,9,9,9,8,8,8,10
"Fluence",167,"Renault",10,10,10,9,10,10,10,10,10,10,10,9,9,10,10
"Fluence",168,"Renault",10,9,10,10,10,10,10,10,10,10,9,6,10,10,10
"Fluence",169,"Renault",8,7,9,8,8,10,9,8,10,10,8,8,8,10,8
"Fluence",170,"Renault",8,8,10,9,10,9,8,8,8,9,9,7,8,9,9
"Fluence",171,"Renault",9,9,10,8,9,9,10,10,9,10,10,8,9,9,10
"Fluence",172,"Renault",8,7,8,8,9,10,10,10,10,8,10,9,10,9,8
"Fluence",173,"Renault",10,9,10,10,10,10,10,10,9,10,10,9,10,9,10
"Fluence",174,"Renault",10,10,9,10,10,10,10,10,10,10,10,8,10,9,10
"Fluence",175,"Renault",10,8,8,8,10,8,10,10,10,10,10,6,10,10,10
"Fluence",176,"Renault",9,9,10,10,10,10,10,10,10,10,10,7,9,10,10
"Fluence",177,"Renault",10,10,10,10,10,10,10,10,10,10,10,8,10,10,10
"Fluence",178,"Renault",7,8,9,9,10,10,9,9,10,9,8,8,7,10,10
"Fluence",179,"Renault",10,9,10,10,9,10,10,10,10,10,10,8,10,10,10
"Fluence",180,"Renault",9,9,10,9,10,10,10,10,10,10,10,9,10,10,10
"Fluence",181,"Renault",9,9,9,9,10,10,10,10,10,9,10,8,9,9,5
"Fluence",182,"Renault",9,7,8,8,9,10,10,10,10,10,10,8,10,7,8
"Fluence",183,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10
"Fluence",184,"Renault",9,8,9,8,8,7,8,8,9,8,7,9,9,8,8
"Fluence",185,"Renault",10,8,10,10,10,10,10,10,10,9,10,8,9,8,10
"Fluence",186,"Renault",10,9,10,10,10,9,10,10,10,10,9,9,9,9,9
"Fluence",187,"Renault",10,0,8,8,10,9,10,10,10,10,6,4,9,5,0
"Fluence",188,"Renault",10,8,10,10,6,9,10,10,10,10,10,8,10,9,9
"Fluence",189,"Renault",7,7,10,8,8,10,8,10,10,8,8,3,8,0,0
"Fluence",190,"Renault",10,6,9,9,10,9,10,8,10,10,8,10,10,7,3
"Fluence",191,"Renault",8,8,8,9,9,9,9,8,8,8,8,8,8,5,0
"Fluence",192,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Fluence",193,"Renault",10,9,10,9,10,9,10,10,10,10,9,8,9,9,9
"Fluence",194,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,10,10,10
"Fluence",195,"Renault",8,9,8,7,10,10,10,9,10,10,9,9,10,7,8
"Fluence",196,"Renault",8,8,9,9,10,9,10,9,10,10,8,9,9,9,9
"Fluence",197,"Renault",10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
"Fluence",198,"Renault",8,8,9,9,9,9,7,4,7,8,1,4,8,2,0
"Fluence",199,"Renault",9,9,8,10,10,10,9,10,10,10,9,8,10,10,9
"Fluence",200,"Renault",9,8,9,9,7,8,10,10,10,10,9,9,9,9,3
"Fluence",201,"Renault",9,9,10,10,9,8,9,10,10,10,10,7,9,9,10
"Fluence",202,"Renault",10,7,8,10,10,9,10,10,10,9,8,5,9,9,10
"Fluence",203,"Renault",10,10,10,10,10,10,10,10,10,10,10,6,10,10,9
"Fluence",204,"Renault",10,7,8,8,9,9,10,10,10,8,10,4,8,7,9
"Fluence",205,"Renault",9,9,7,10,10,10,10,10,10,10,10,8,10,10,10
"Fluence",206,"Renault",9,9,9,6,10,10,10,10,10,10,10,7,9,10,10
"Fluence",207,"Renault",10,8,10,10,10,10,10,10,10,10,10,5,10,9,10
"Fluence",208,"Renault",10,7,10,10,10,8,10,10,10,10,10,8,10,10,10
"Fluence",209,"Renault",7,3,7,0,5,7,9,9,9,9,9,5,8,3,0
"Fluence",210,"Renault",6,5,8,5,6,8,9,7,7,7,8,6,7,5,1
"Fluence",211,"Renault",8,8,8,8,7,9,10,9,10,9,9,6,8,9,10
"Fluence",212,"Renault",10,9,10,10,10,10,10,10,10,10,10,9,9,10,10
"Fluence",213,"Renault",10,10,10,10,10,10,10,10,10,10,10,9,10,9,10
"Fluence",214,"Renault",9,5,5,8,5,8,9,8,10,10,8,6,10,8,7
"Fluence",215,"Renault",10,9,10,9,10,10,10,10,10,10,9,9,10,10,10
"Fluence",216,"Renault",9,9,9,9,9,8,9,10,10,10,10,7,10,10,9
"Fluence",217,"Renault",10,9,10,8,10,10,10,10,10,10,10,10,10,10,10
"Fluence",218,"Renault",9,9,10,10,10,10,10,10,10,10,10,9,9,9,9
"Fluence",219,"Renault",10,7,8,6,9,10,9,6,10,10,10,7,10,6,2
"Fluence",220,"Renault",9,8,8,9,9,10,9,9,10,9,8,7,9,9,9
"Fluence",221,"Renault",10,9,9,10,10,10,10,9,10,10,10,8,10,9,10
"Fluence",222,"Renault",8,8,9,8,8,10,9,9,10,10,8,9,9,10,10
"Fluence",223,"Renault",10,9,8,8,10,10,9,10,10,10,10,7,10,10,10
"Fluence",224,"Renault",9,9,9,10,10,7,10,10,10,10,9,9,10,10,10
"Fluence",225,"Renault",10,8,10,10,10,9,9,10,10,10,10,9,10,10,10
"Fluence",226,"Renault",9,10,10,10,10,10,10,10,10,10,9,10,10,9,10
"Fluence",227,"Renault",10,8,10,9,9,10,10,10,10,10,10,8,10,10,10
"Fluence",228,"Renault",9,9,9,9,10,9,9,9,9,9,9,8,9,9,9
"Fluence",229,"Renault",9,0,8,10,10,9,9,10,10,9,9,7,8,8,4
"Fluence",230,"Renault",10,9,10,9,10,10,10,10,10,10,10,9,9,10,10
"Fluence",231,"Renault",10,9,10,10,10,9,10,10,10,10,10,8,10,10,10
"Fluence",232,"Renault",10,9,10,10,9,10,10,9,10,10,9,7,10,9,10
"Fluence",233,"Renault",10,9,10,10,10,9,10,10,10,10,10,8,10,10,10
"Fluence",234,"Renault",9,8,9,8,9,9,9,10,9,9,10,8,9,9,9
"Fluence",235,"Renault",10,10,10,8,10,10,8,8,10,10,10,9,10,8,10
"Fluence",236,"Renault",9,10,10,10,10,10,10,10,10,10,10,9,10,10,10
"Fluence",237,"Renault",10,10,10,10,10,10,10,10,10,10,10,7,10,10,10
"Fluence",238,"Renault",10,9,10,10,10,10,10,10,10,10,10,8,10,10,10
"Fluence",239,"Renault",9,9,10,9,10,10,8,9,9,10,9,2,9,10,10
"Fluence",240,"Renault",10,8,9,8,7,10,9,10,10,10,10,5,9,10,8
"Fluence",241,"Renault",10,10,10,9,10,10,10,10,10,10,10,0,8,10,10
"Fluence",242,"Renault",10,10,10,8,9,10,9,10,10,10,10,9,10,10,10
"Clio",1,"Renault",7,7,2,7,2,7,9,9,7,7,7,7,8,7,7
"Clio",2,"Renault",8,7,7,9,7,8,8,8,9,8,8,10,9,8,8
"Clio",3,"Renault",7,10,9,10,10,7,8,6,6,7,10,10,7,7,9
"Clio",4,"Renault",4,4,4,4,6,6,5,7,6,6,5,9,9,3,7
"Clio",5,"Renault",7,7,8,7,7,7,8,8,6,7,7,8,7,5,6
"Clio",6,"Renault",8,8,8,9,8,7,8,10,10,10,10,10,10,8,10
"Clio",7,"Renault",1,1,1,2,3,3,1,1,1,2,1,1,3,1,1
"Clio",8,"Renault",7,6,8,7,7,8,9,8,8,8,7,10,9,7,9
"Clio",9,"Renault",7,5,9,9,8,10,6,9,4,10,10,10,10,10,10
"Clio",10,"Renault",7,7,8,9,7,6,8,8,8,8,8,10,9,9,9
"Clio",11,"Renault",8,9,10,8,10,10,10,10,9,8,10,10,9,10,10
"Clio",12,"Renault",7,5,6,7,8,9,8,8,6,8,7,9,7,7,7
"Clio",13,"Renault",9,9,9,9,8,6,9,9,9,9,9,7,9,8,10
"Clio",14,"Renault",8,9,8,8,8,6,9,9,7,8,10,10,9,10,10
"Clio",15,"Renault",8,9,9,9,8,8,9,9,10,10,9,10,10,8,10
"Clio",16,"Renault",8,9,10,10,9,9,8,9,6,9,10,9,9,9,10
"Clio",17,"Renault",8,9,9,9,9,7,8,8,8,9,8,10,9,5,9
"Clio",18,"Renault",6,8,8,9,5,4,9,9,9,9,9,10,10,10,10
"Clio",19,"Renault",9,4,8,10,8,9,8,9,7,8,8,9,7,8,9
"Clio",20,"Renault",4,2,6,4,3,7,6,4,0,2,5,5,5,1,3
"Clio",21,"Renault",7,7,8,9,8,8,9,9,9,9,9,10,10,10,10
"Clio",22,"Renault",7,7,7,7,7,6,8,8,7,8,8,8,9,10,10
"Clio",23,"Renault",9,8,9,10,9,7,10,10,8,7,9,10,8,10,10
"Clio",24,"Renault",7,8,8,8,8,9,9,9,8,8,8,10,10,9,9
"Clio",25,"Renault",9,7,8,8,8,8,8,9,9,9,10,10,10,9,9
"Clio",26,"Renault",8,0,5,10,5,5,5,5,10,5,4,10,4,5,0
"Clio",27,"Renault",9,7,9,10,8,8,10,10,9,8,9,10,9,9,9
"Clio",28,"Renault",8,7,9,9,8,9,9,8,9,9,9,9,9,9,9
"Clio",29,"Renault",8,5,7,10,7,7,10,8,8,8,7,9,8,6,9
"Clio",30,"Renault",9,9,9,9,9,8,9,10,10,9,9,10,9,9,10
"Clio",31,"Renault",7,9,10,8,8,9,9,10,7,9,9,10,10,7,9
"Clio",32,"Renault",9,9,10,9,10,9,8,8,8,9,7,9,9,5,8
"Clio",33,"Renault",10,10,10,9,8,9,10,7,7,8,5,9,9,5,9
"Clio",34,"Renault",6,7,7,7,4,6,6,10,8,8,6,9,8,4,9
"Clio",35,"Renault",8,8,8,8,8,7,8,8,8,8,8,9,9,9,10
"Clio",36,"Renault",5,8,10,10,8,7,9,10,8,9,8,8,10,8,10
"Clio",37,"Renault",8,7,9,9,9,7,8,10,10,9,10,10,10,8,10
"Clio",38,"Renault",8,9,9,9,9,7,10,10,9,9,9,9,9,8,9
"Clio",39,"Renault",8,9,10,8,10,8,8,10,8,8,8,10,10,8,10
"Clio",40,"Renault",6,8,9,8,4,5,10,9,8,8,9,10,7,9,10
"Clio",41,"Renault",7,7,6,8,8,9,9,9,7,10,9,7,8,8,8
"Clio",42,"Renault",10,8,10,9,8,8,10,10,10,10,8,10,9,8,10
"Clio",43,"Renault",8,8,9,7,8,6,9,7,8,8,9,9,9,10,10
"Clio",44,"Renault",8,8,10,9,10,10,10,10,9,8,10,10,10,8,10
"Clio",45,"Renault",9,8,7,9,7,7,9,9,7,8,8,10,9,9,9
"Clio",46,"Renault",7,7,6,5,7,5,7,8,9,9,3,10,8,8,7
"Clio",47,"Renault",8,10,10,10,9,8,6,9,10,10,9,9,9,8,9
"Clio",48,"Renault",7,6,7,5,8,8,10,8,6,7,8,10,10,8,8
"Clio",49,"Renault",10,8,10,10,9,7,9,9,7,8,9,10,9,8,10
"Clio",50,"Renault",9,7,10,6,7,6,8,8,5,6,7,8,7,3,8
"Clio",51,"Renault",9,7,9,9,7,6,7,9,8,8,8,10,9,10,10
"Clio",52,"Renault",7,8,6,9,6,7,8,7,6,9,8,10,8,5,9
"Clio",53,"Renault",10,9,10,10,10,9,7,10,10,10,10,10,10,9,10
"Clio",54,"Renault",4,5,7,9,9,9,10,6,9,7,8,6,8,8,8
"Clio",55,"Renault",9,8,9,10,8,7,10,9,10,8,10,10,10,7,8
"Clio",56,"Renault",5,2,5,7,5,5,5,3,5,5,5,7,7,0,0
"Clio",57,"Renault",1,3,5,7,2,5,7,6,6,4,7,8,7,6,2
"Clio",58,"Renault",7,6,9,8,7,6,6,8,9,10,9,9,9,7,8
"Clio",59,"Renault",8,7,6,10,7,6,7,8,7,8,8,9,8,7,9
"Clio",60,"Renault",7,8,8,8,9,8,9,9,5,8,9,10,9,7,9
"Clio",61,"Renault",5,8,8,7,8,8,8,5,5,5,7,9,8,4,5
"Clio",62,"Renault",8,6,8,8,7,5,4,8,5,6,8,10,10,8,6
"Clio",63,"Renault",7,7,5,4,5,5,8,8,7,8,9,9,9,7,3
"Clio",64,"Renault",7,7,10,7,10,7,10,10,5,6,9,8,8,3,7
"Clio",65,"Renault",8,6,10,10,10,8,9,7,7,8,8,10,10,10,10
"Clio",66,"Renault",5,5,5,10,5,5,4,8,3,8,7,10,9,8,7
"Clio",67,"Renault",4,6,7,8,6,5,6,8,7,7,9,8,9,8,8
"Clio",68,"Renault",6,6,6,8,8,7,6,7,5,6,7,10,7,8,8
"Clio",69,"Renault",5,7,9,9,8,9,10,10,10,7,9,8,9,9,9
"Clio",70,"Renault",7,10,8,9,9,7,10,10,7,10,9,10,9,10,10
"Clio",71,"Renault",7,6,9,7,8,6,7,7,7,7,7,9,9,8,8
"Clio",72,"Renault",8,10,10,10,8,8,8,10,10,10,10,10,10,10,10
"Clio",73,"Renault",9,8,10,10,10,9,4,8,9,9,10,9,10,3,9
"Clio",74,"Renault",7,7,8,8,7,7,8,10,10,10,10,10,9,5,10
"Clio",75,"Renault",10,9,10,10,9,9,9,9,5,10,9,10,10,9,10
"Clio",76,"Renault",8,8,8,7,10,10,10,10,10,9,9,8,9,10,10
"Clio",77,"Renault",7,7,10,10,8,8,10,10,10,9,10,10,10,10,10
"Clio",78,"Renault",9,8,8,8,8,7,10,9,10,10,9,10,9,7,10
"Clio",79,"Renault",7,5,5,7,7,9,10,10,9,9,9,10,10,10,9
"Clio",80,"Renault",9,7,7,9,8,6,9,8,8,8,7,7,10,6,8
"Clio",81,"Renault",10,9,9,9,8,10,9,10,8,9,9,10,8,9,10
"Clio",82,"Renault",6,6,8,9,6,6,5,5,8,7,7,7,7,3,3
"Clio",83,"Renault",7,5,10,8,8,7,8,7,7,8,8,9,8,2,8
"Clio",84,"Renault",9,10,9,10,10,10,10,7,9,10,9,10,10,8,10
"Clio",85,"Renault",6,5,7,8,7,5,8,8,7,6,6,9,6,5,8
"Clio",86,"Renault",8,6,8,7,6,8,8,8,7,8,9,9,8,7,8
"Clio",87,"Renault",5,8,6,8,4,4,5,5,6,8,7,9,7,0,0
"Clio",88,"Renault",8,7,9,7,6,5,6,5,6,9,9,10,8,7,9
"Clio",89,"Renault",8,6,8,7,8,8,7,8,7,8,8,9,8,8,8
"Clio",90,"Renault",4,5,9,9,8,4,5,7,5,7,5,9,9,2,2
"Clio",91,"Renault",8,9,9,8,10,9,7,8,7,7,8,9,9,8,8
"Clio",92,"Renault",7,5,7,7,7,7,8,8,7,7,8,8,7,7,6
"Clio",93,"Renault",9,7,7,7,9,8,10,9,10,7,9,10,10,9,10
"Clio",94,"Renault",6,8,8,7,8,6,6,8,6,7,6,10,8,7,7
"Clio",95,"Renault",7,5,7,6,6,5,6,6,4,5,3,8,3,5,5
"Clio",96,"Renault",8,8,9,9,9,9,8,8,7,8,8,9,8,8,9
"Clio",97,"Renault",8,8,9,9,8,7,8,8,8,8,8,9,9,8,9
"Clio",98,"Renault",9,9,9,9,10,9,10,10,7,9,9,9,9,10,10
"Clio",99,"Renault",7,7,8,7,7,7,7,7,5,6,7,6,6,7,7
"Clio",100,"Renault",2,0,0,0,0,1,0,0,0,1,0,8,0,0,0
"Clio",101,"Renault",6,10,10,9,10,7,4,5,5,5,5,8,5,6,8
"Clio",102,"Renault",8,9,8,9,8,9,5,6,6,8,9,7,8,9,9
"Clio",103,"Renault",4,5,5,7,7,5,5,7,8,6,7,7,6,6,7
"Clio",104,"Renault",7,7,8,5,5,5,8,8,7,6,6,4,8,8,10
"Clio",105,"Renault",7,7,8,9,9,8,8,8,8,8,8,9,8,8,9
"Clio",106,"Renault",7,9,8,10,10,7,10,10,8,8,9,10,9,7,10
"Clio",107,"Renault",9,7,10,9,9,6,10,8,8,8,7,5,9,6,8
"Clio",108,"Renault",7,6,7,9,7,6,10,9,8,7,6,9,8,5,8
"Clio",109,"Renault",8,5,8,8,5,5,8,8,10,9,7,9,8,3,9
"Clio",110,"Renault",8,8,8,9,9,6,7,8,8,8,9,9,8,8,8
"Clio",111,"Renault",8,10,10,10,10,5,7,8,10,10,10,10,10,10,10
"Clio",112,"Renault",7,8,8,9,8,7,8,8,6,8,9,9,8,8,10
"Clio",113,"Renault",9,8,7,9,9,9,5,8,10,10,10,10,10,5,9
"Clio",114,"Renault",9,8,10,7,7,7,7,9,8,7,8,9,10,8,10
"Clio",115,"Renault",5,5,7,7,9,4,7,8,7,8,8,9,9,4,9
"Clio",116,"Renault",9,8,10,10,10,10,8,8,6,10,7,6,7,10,10
"Clio",117,"Renault",9,9,10,10,9,10,10,10,10,10,10,10,10,10,10
"Clio",118,"Renault",8,10,9,9,10,8,8,10,8,8,9,10,9,10,10
"Clio",119,"Renault",8,9,10,10,10,10,10,10,10,10,10,10,10,10,10
"Clio",120,"Renault",10,10,10,10,10,10,10,10,9,10,10,10,10,9,10
"Clio",121,"Renault",6,7,10,10,10,7,9,9,9,9,9,9,8,9,10
"Clio",122,"Renault",9,10,10,10,10,9,10,9,9,10,9,9,10,10,10
"Clio",123,"Renault",4,6,7,7,9,7,8,9,9,8,7,8,8,6,9
"Clio",124,"Renault",6,7,7,4,7,7,4,5,7,7,8,10,7,3,7
"Clio",125,"Renault",6,7,8,8,8,7,8,7,7,8,8,8,8,8,8
"Clio",126,"Renault",7,7,8,6,8,9,8,9,8,7,3,9,8,6,8
"Clio",127,"Renault",5,9,9,9,8,8,8,9,9,9,8,8,9,9,10
"Clio",128,"Renault",8,7,8,8,7,7,7,8,8,9,8,10,8,8,8
"Clio",129,"Renault",7,5,6,4,6,5,6,4,3,6,5,5,6,3,0
"Clio",130,"Renault",8,9,10,10,9,9,9,8,9,9,10,10,10,10,10
"Clio",131,"Renault",9,8,8,10,9,5,8,8,8,9,9,9,9,8,10
"Clio",132,"Renault",7,9,10,5,9,6,7,9,9,9,6,10,8,9,10
"Clio",133,"Renault",7,5,9,3,6,3,5,3,5,4,4,9,8,6,8
"Clio",134,"Renault",9,8,9,10,9,6,7,9,9,9,9,10,9,8,10
"Clio",135,"Renault",6,5,7,5,7,9,10,10,8,8,4,8,6,7,7
"Clio",136,"Renault",8,8,9,9,9,7,9,9,9,10,9,10,9,9,9
"Clio",137,"Renault",7,6,8,7,8,7,7,9,6,9,5,10,10,9,8
"Clio",138,"Renault",7,8,8,8,8,7,6,7,8,8,8,9,9,8,9
"Clio",139,"Renault",9,9,10,10,8,9,10,9,8,10,7,9,10,10,10
"Clio",140,"Renault",7,7,9,7,9,7,6,8,8,8,8,8,9,7,8
"Clio",141,"Renault",6,9,9,9,10,9,8,9,8,8,7,7,6,8,8
"Clio",142,"Renault",9,9,10,10,10,10,9,9,9,9,10,10,10,10,10
"Clio",143,"Renault",8,8,8,9,8,5,5,9,7,9,7,10,8,5,10
"Clio",144,"Renault",10,8,9,10,7,8,7,10,8,9,9,10,8,6,10
"Clio",145,"Renault",8,7,10,7,10,9,10,9,5,10,10,9,10,8,9
"Clio",146,"Renault",10,8,10,10,9,8,8,10,9,9,10,7,7,9,10
"Clio",147,"Renault",9,9,9,9,9,8,8,9,8,8,8,7,8,7,8
"Clio",148,"Renault",7,7,7,7,7,6,7,7,7,7,7,9,8,8,8
"Clio",149,"Renault",9,5,8,8,5,7,5,7,7,8,5,10,8,7,5
"Clio",150,"Renault",8,4,8,7,8,6,7,4,8,8,4,5,7,6,8
"Clio",151,"Renault",9,9,2,9,5,9,7,8,7,9,9,9,8,8,10
"Clio",152,"Renault",6,7,9,8,7,5,7,5,5,6,4,6,7,2,6
"Clio",153,"Renault",8,8,8,7,9,7,7,7,8,8,9,10,9,9,10
"Clio",154,"Renault",9,10,10,9,10,8,8,8,9,8,8,10,10,10,9
"Clio",155,"Renault",4,8,8,8,8,8,6,9,9,8,9,8,8,1,8
"Clio",156,"Renault",8,8,8,9,9,8,9,10,8,9,10,7,8,10,10
"Clio",157,"Renault",10,10,10,10,10,10,10,10,10,8,9,10,10,9,10
"Clio",158,"Renault",3,2,5,5,5,2,5,4,2,3,4,5,1,1,0
"Clio",159,"Renault",9,7,7,8,9,8,10,7,6,10,9,10,10,9,10
"Clio",160,"Renault",5,10,6,9,7,4,10,8,8,10,10,10,9,10,10
"Clio",161,"Renault",7,9,10,7,10,6,8,10,10,10,10,8,10,4,10
"Clio",162,"Renault",8,6,8,6,7,8,9,8,10,8,8,10,8,8,9
"Clio",163,"Renault",8,5,8,8,3,7,9,3,3,8,8,7,2,3,6
"Clio",164,"Renault",8,9,10,10,10,10,10,10,9,10,9,10,10,10,10
"Clio",165,"Renault",8,8,7,8,7,5,9,10,9,7,8,7,8,10,9
"Clio",166,"Renault",8,10,9,9,7,4,8,8,9,8,8,7,8,8,9
"Clio",167,"Renault",8,9,9,8,9,9,9,9,9,9,9,9,8,9,9
"Clio",168,"Renault",7,9,9,7,8,7,9,8,7,8,8,9,9,10,8
"Clio",169,"Renault",10,8,10,9,10,9,10,9,9,9,9,10,10,9,10
"Clio",170,"Renault",8,10,9,10,9,7,9,10,8,10,10,8,10,8,10
"Clio",171,"Renault",7,9,9,9,9,9,9,8,8,9,8,7,8,8,8
"Clio",172,"Renault",9,10,10,10,10,10,9,10,10,10,10,10,10,10,10
"Clio",173,"Renault",8,9,8,9,7,9,8,6,8,9,8,7,8,7,7
"Clio",174,"Renault",7,8,6,6,7,5,7,6,8,7,7,9,7,7,8
"Clio",175,"Renault",9,10,9,10,9,10,7,7,8,7,8,10,9,8,10
"Clio",176,"Renault",9,9,9,9,9,8,8,9,8,8,8,9,9,9,9
"Clio",177,"Renault",5,7,8,7,7,2,3,0,4,8,6,5,6,5,0
"Clio",178,"Renault",7,8,8,10,10,8,6,9,7,7,9,8,8,6,10
"Clio",179,"Renault",10,8,9,10,9,9,9,9,9,9,9,9,9,8,10
"Clio",180,"Renault",10,9,9,9,10,10,10,10,9,8,10,10,10,10,10
"Clio",181,"Renault",8,8,9,9,9,10,9,8,6,8,8,8,9,7,9
"Clio",182,"Renault",4,7,10,8,7,7,10,10,9,9,9,10,8,8,9
"Clio",183,"Renault",9,9,9,10,9,6,9,8,8,9,8,10,8,10,9
"Clio",184,"Renault",9,9,8,8,8,10,8,8,8,8,8,7,7,7,8
"Clio",185,"Renault",9,9,9,9,9,9,9,10,10,9,7,8,10,8,10
"Clio",186,"Renault",8,7,8,6,9,5,4,7,7,8,6,10,7,8,10
"Clio",187,"Renault",9,10,10,10,10,9,9,10,9,9,10,10,10,9,10
"Clio",188,"Renault",10,8,9,8,9,9,10,10,9,9,9,10,10,8,10
"Clio",189,"Renault",8,9,9,8,9,8,7,8,9,8,5,6,9,8,8
"Clio",190,"Renault",7,9,10,5,10,5,9,6,5,7,6,7,9,9,10
"Clio",191,"Renault",4,7,7,7,6,5,5,5,4,4,5,5,5,5,5
"Clio",192,"Renault",10,8,10,9,10,6,9,9,9,10,10,7,10,9,10
"Clio",193,"Renault",8,10,10,8,10,10,10,6,6,10,10,8,9,4,7
"Clio",194,"Renault",8,10,9,9,10,9,10,9,9,9,10,10,9,9,9
"Clio",195,"Renault",10,10,10,10,10,8,10,10,10,10,10,10,10,10,10
"Clio",196,"Renault",7,8,8,8,8,8,9,10,10,8,8,8,9,9,10
"Clio",197,"Renault",8,4,5,3,5,7,7,7,4,6,9,7,9,7,6
"Clio",198,"Renault",6,5,6,4,7,6,7,8,7,9,7,5,5,9,7
"Clio",199,"Renault",5,8,7,9,9,9,7,9,7,9,10,10,10,10,10
"Clio",200,"Renault",7,6,8,7,5,7,5,5,7,7,6,9,8,9,7
"Clio",201,"Renault",7,10,10,9,9,9,10,10,10,10,9,8,10,9,10
"Clio",202,"Renault",4,5,6,7,8,6,7,5,5,4,4,6,7,9,7
"Clio",203,"Renault",6,8,9,8,5,5,6,7,8,9,9,10,9,7,7
"Clio",204,"Renault",5,6,8,7,7,6,6,6,5,6,7,0,8,8,8
"Clio",205,"Renault",8,9,9,9,8,8,8,9,10,10,10,10,9,10,10
"Clio",206,"Renault",9,8,8,9,9,8,9,9,7,9,10,10,6,10,9
"Clio",207,"Renault",8,6,8,8,8,9,10,9,8,10,10,8,10,8,9
"Clio",208,"Renault",3,4,5,6,8,7,7,8,6,6,7,7,8,10,10
"Clio",209,"Renault",8,9,9,9,9,0,9,0,9,9,9,7,0,9,9
"Clio",210,"Renault",8,9,7,9,7,8,9,9,8,9,9,7,9,7,10
"Clio",211,"Renault",7,9,9,9,9,9,9,9,8,8,9,10,9,9,10
"Clio",212,"Renault",10,9,8,8,8,8,9,8,8,8,9,9,9,8,9
"Clio",213,"Renault",0,2,9,3,5,5,0,1,5,7,5,10,10,6,4
"Clio",214,"Renault",6,6,8,6,7,7,9,9,7,7,8,9,9,10,9
"Clio",215,"Renault",10,10,9,10,8,8,10,10,10,10,10,8,10,7,10
"Clio",216,"Renault",9,7,7,7,8,7,7,7,6,8,7,8,8,7,8
"Clio",217,"Renault",9,10,9,10,10,8,10,10,10,10,10,10,10,9,10
"Clio",218,"Renault",8,9,8,9,9,9,9,8,9,10,7,10,9,10,10
"Clio",219,"Renault",8,5,8,6,6,6,6,3,6,7,7,6,7,3,3
"Clio",220,"Renault",8,8,8,6,7,5,9,9,8,9,8,7,10,8,9
"Clio",221,"Renault",8,8,9,7,8,8,7,8,8,9,9,9,9,9,10
"Clio",222,"Renault",8,8,8,7,7,7,6,9,9,9,8,10,9,10,10
"Clio",223,"Renault",8,10,10,8,10,7,8,9,9,10,10,8,9,9,10
"Clio",224,"Renault",9,9,10,10,10,9,10,10,9,10,8,8,10,9,10
"Clio",225,"Renault",8,9,10,10,9,9,8,10,8,9,8,8,8,6,8
"Clio",226,"Renault",8,9,0,7,8,6,7,8,0,8,8,9,8,7,9
"Clio",227,"Renault",9,9,9,9,8,9,9,6,9,8,8,10,9,9,10
"Clio",228,"Renault",8,10,10,10,10,9,9,10,7,8,8,8,8,7,8
"Clio",229,"Renault",8,9,9,7,9,9,6,10,10,10,7,8,7,8,10
"Clio",230,"Renault",8,5,10,8,8,8,10,7,9,9,9,10,8,8,10
"Clio",231,"Renault",7,6,4,7,8,8,10,9,7,4,7,8,7,5,8
"Clio",232,"Renault",9,9,9,9,9,9,8,9,10,9,9,10,9,8,10
"Clio",233,"Renault",8,8,8,8,9,7,9,9,7,7,8,8,10,9,10
"Clio",234,"Renault",7,7,8,7,8,9,8,9,6,7,7,10,7,8,10
"Clio",235,"Renault",8,8,8,8,7,7,6,1,5,7,7,7,8,1,0
"Clio",236,"Renault",7,9,8,7,8,6,6,7,9,9,7,9,10,9,8
"Clio",237,"Renault",8,9,10,10,9,5,5,10,10,10,10,10,8,8,8
